"Object Number","Is Highlight","Is Public Domain","Object ID","Department","Object Name","Title","Culture","Period","Dynasty","Reign","Portfolio","Artist Role","Artist Prefix","Artist Display Name","Artist Display Bio","Artist Suffix","Artist Alpha Sort","Artist Nationality","Artist Begin Date","Artist End Date","Object Date","Object Begin Date","Object End Date","Medium","Dimensions","Credit Line","Geography Type","City","State","County","Country","Region","Subregion","Locale","Locus","Excavation","River","Classification","Rights and Reproduction","Link Resource","Metadata Date","Repository"
"74.51.4355","False","True",321443,"Ancient Near Eastern Art","Cylinder seal","Cylinder seal","Cypriot","Late Cypriot III","","","","","","","","","","","","","ca. 12th–11th century B.C.",-1200,-1000,"Steatite","0.77 in. (1.96 cm)","The Cesnola Collection, Purchased by subscription, 1874–76","","","","","","Cyprus","","","","","","Stone-Cylinder Seals","","http://www.metmuseum.org/art/collection/search/321443","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"74.51.4356","False","True",321444,"Ancient Near Eastern Art","Cylinder seal","Cylinder seal","Cypriot","Late Cypriot","","","","","","","","","","","","","ca. 15th–12th century B.C.",-1500,-1100,"Steatite","0.87 in. (2.21 cm)","The Cesnola Collection, Purchased by subscription, 1874–76","","","","","","Cyprus","","","","","","Stone-Cylinder Seals","","http://www.metmuseum.org/art/collection/search/321444","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"74.51.4357","False","True",321445,"Ancient Near Eastern Art","Cylinder seal","Cylinder seal","Cypriot","Late Cypriot","","","","","","","","","","","","","ca. 15th–12th century B.C.",-1500,-1100,"Steatite","0.63 in. (1.6 cm)","The Cesnola Collection, Purchased by subscription, 1874–76","","","","","","Cyprus","","","","","","Stone-Cylinder Seals","","http://www.metmuseum.org/art/collection/search/321445","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"74.51.4358","False","True",321446,"Ancient Near Eastern Art","Cylinder seal","Cylinder seal","Mitanni","Mitanni","","","","","","","","","","","","","ca. 15th–13th century B.C.",-1500,-1200,"Glass paste","0.83 in. (2.11 cm)","The Cesnola Collection, Purchased by subscription, 1874–76","","","","","","Mesopotamia","","","","","","Glass-Cylinder Seals","","http://www.metmuseum.org/art/collection/search/321446","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"74.51.4359","False","True",321447,"Ancient Near Eastern Art","Cylinder seal","Cylinder seal","Mitanni","Mitanni","","","","","","","","","","","","","ca. 15th–13th century B.C.",-1500,-1200,"Glass paste","0.89 in. (2.26 cm)","The Cesnola Collection, Purchased by subscription, 1874–76","","","","","","Mesopotamia","","","","","","Glass-Cylinder Seals","","http://www.metmuseum.org/art/collection/search/321447","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"74.51.4360","False","True",321448,"Ancient Near Eastern Art","Cylinder seal","Cylinder seal","Cypriot","Late Cypriot","","","","","","","","","","","","","ca. 16th–13th century B.C.",-1600,-1200,"Hematite","0.89 in. (2.26 cm)","The Cesnola Collection, Purchased by subscription, 1874–76","","","","","","Cyprus","","","","","","Stone-Cylinder Seals","","http://www.metmuseum.org/art/collection/search/321448","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"74.51.4361","False","True",321449,"Ancient Near Eastern Art","Stamp seal","Conoid seal, convex base","Babylonian (?)","Neo-Babylonian (?)","","","","","","","","","","","","","ca. 7th–6th century B.C. (?)",-700,-500,"Yellow chalcedony","Seal Face: 2.34 x 2.38 cm
Height: 3.02 cm
String Hole: 0.3 cm","The Cesnola Collection, Purchased by subscription, 1874–76","","","","","","Cyprus","","","","","","Stone-Stamp Seals","","http://www.metmuseum.org/art/collection/search/321449","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"74.51.4362","False","True",321450,"Ancient Near Eastern Art","Stamp seal","Conoid seal","","","","","","","","","","","","","","","ca. 7th–6th century B.C.",-700,-500,"Banded agate","Seal Face; 1.65 x 1.73 cm
Height: 2.38 cm
String Hole: 0.3 cm","The Cesnola Collection, Purchased by subscription, 1874–76","","","","","","Mesopotamia or Syria or Cyprus (?)","","","","","","Stone-Stamp Seals","","http://www.metmuseum.org/art/collection/search/321450","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"74.51.4363","False","True",321451,"Ancient Near Eastern Art","Stamp seal","Conoid seal","","Late Cypriot III-Cypro-Geometric III (?)","","","","","","","","","","","","","ca. 12th–9th century B.C.",-1200,-800,"Hematite","Seal Face: 1.35 cm
Height: 1.52 x 1.6 cm
String Hole: 0.3 cm","The Cesnola Collection, Purchased by subscription, 1874–76","","","","","","Cyprus (?)","","","","","","Stone-Stamp Seals","","http://www.metmuseum.org/art/collection/search/321451","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"74.51.4364","False","True",321452,"Ancient Near Eastern Art","Stamp seal","Rib-handled ovoid seal: imitation of bronze-mounted scaraboid","Babylonian","Neo-Babylonian","","","","","","","","","","","","","ca. 6th–5th century B.C.",-600,-400,"Chalcedony","Seal Face; 2.22 x 1.36 cm
Height: 2.14 cm
String Hole: 0.4 cm","The Cesnola Collection, Purchased by subscription, 1874–76","","","","","","Levant or Mesopotamia (?)","","","","","","Stone-Stamp Seals","","http://www.metmuseum.org/art/collection/search/321452","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"74.51.4365","False","True",321453,"Ancient Near Eastern Art","Stamp seal","Rectangular plaque seal with stepped pyramidal back","Akkadian or Neo-Sumerian","late Akkadian or Ur III","","","","","","","","","","","","","ca. 2250–2000 B.C.",-2250,-2000,"Steatite, green black","Seal Face: 2.14 x 2.57 cm
Height: 1.36 cm
String Hole: 0.4 cm","The Cesnola Collection, Purchased by subscription, 1874–76","","","","","","Mesopotamia","","","","","","Stone-Stamp Seals","","http://www.metmuseum.org/art/collection/search/321453","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"74.51.4373","False","True",321454,"Ancient Near Eastern Art","Stamp seal","Gable seal","","Chalcolithic","","","","","","","","","","","","","4000–3500 B.C.",-4000,-3500,"Black chlorite","Seal Face: 4.63 x 6.12 cm
Height: 2.47 cm
String Hole: 0.5-.6 cm","The Cesnola Collection, Purchased by subscription, 1874–76","","","","","","Northern Syria or southeastern Anatolia","","","","","","Stone-Stamp Seals-Inscribed","","http://www.metmuseum.org/art/collection/search/321454","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"74.51.4374","False","True",321455,"Ancient Near Eastern Art","Stamp seal","Gable seal","","Chalcolithic","","","","","","","","","","","","","ca. 4000–3500 B.C.",-4000,-3500,"Chlorite or steatite, black","Seal Face: 3.46 x 4.83 cm
Height: 0.99 cm
String Hole: 0.6 cm","The Cesnola Collection, Purchased by subscription, 1874–76","","","","","","Northern Syria or southeastern Anatolia","","","","","","Stone-Stamp Seals","","http://www.metmuseum.org/art/collection/search/321455","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"74.51.4375","False","True",321456,"Ancient Near Eastern Art","Stamp seal","Gable seal","","Early-Middle Gawra","","","","","","","","","","","","","ca. 4000–3600 B.C.",-4000,-3600,"Steatite, brownish-gray","Seal Face: 1.79 x 2.12 cm
Height: 0.86 cm","The Cesnola Collection, Purchased by subscription, 1874–76","","","","","","Mesopotamia","","","","","","Stone-Stamp Seals","","http://www.metmuseum.org/art/collection/search/321456","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"74.51.4376","False","True",321457,"Ancient Near Eastern Art","Stamp seal","Drilled gabled lentoid seal","","Late Uruk–Jemdet Nasr","","","","","","","","","","","","","ca. 3500–2900 B.C.",-3500,-2900,"Steatite, light green","Depth 2.78 cm
Height: 1.49 cm
String Hole: 0.45-0.5 cm","The Cesnola Collection, Purchased by subscription, 1874–76","","","","","","Iran or Mesopotamia","","","","","","Stone-Stamp Seals","","http://www.metmuseum.org/art/collection/search/321457","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"74.51.4377","False","True",321458,"Ancient Near Eastern Art","Stamp seal","Carinated amygdaloid seal","","Gawra XIII-XI","","","","","","","","","","","","","ca. 4100–3500 B.C.",-4100,-3500,"Steatite, green black","Seal Face: 3.28 x 2.15 cm
Height: 0.73 cm
String Hole: 0.3 cm","The Cesnola Collection, Purchased by subscription, 1874–76","","","","","","Mesopotamia","","","","","","Stone-Stamp Seals","","http://www.metmuseum.org/art/collection/search/321458","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"74.51.4378","False","True",321459,"Ancient Near Eastern Art","Stamp seal","Cushion seal","Cypriot","Late Cypriot IIB-III","","","","","","","","","","","","","ca. 13th–12th century B.C.",-1300,-1100,"Steatite, gray","Seal Face: 1.16 x 1.38 cm
Height: 0.6 cm
String Hole: 0.28 cm","The Cesnola Collection, Purchased by subscription, 1874–76","","","","","","Cyprus","","","","","","Stone-Stamp Seals","","http://www.metmuseum.org/art/collection/search/321459","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"74.51.4379","False","True",321460,"Ancient Near Eastern Art","Stamp seal","Rectangular plaque seal","","Iron Age","","","","","","","","","","","","","ca. 7th century B.C.",-700,-600,"Steatite, black","Seal Face: 1.96 x 1.77 cm
Height: 0.8 cm
String Hole: 0.3 cm","The Cesnola Collection, Purchased by subscription, 1874–76","","","","","","Syria (?)","","","","","","Stone-Stamp Seals-Inscribed","","http://www.metmuseum.org/art/collection/search/321460","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"74.51.4380","False","True",321461,"Ancient Near Eastern Art","Stamp seal","Rectangular prism seal","","Late Cypriot III-Cypro-Geometric III","","","","","","","","","","","","","ca. 12th–9th century B.C.",-1200,-800,"Steatite, black","Seal Face: 1.56 x 1.79 cm
Height: 1.02 cm
String Hole: 0.4-.5 cm","The Cesnola Collection, Purchased by subscription, 1874–76","","","","","","Cyprus or Syria","","","","","","Stone-Stamp Seals","","http://www.metmuseum.org/art/collection/search/321461","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"74.51.4381","False","True",321462,"Ancient Near Eastern Art","Stamp seal","Rectangular prism seal engraved on both faces","","Late Cypriot III-Cypro-Geometric III","","","","","","","","","","","","","ca. 12th–9th century B.C.",-1200,-800,"Steatite, green black","Seal Face: 1.03 x 1.41 cm
Height: 
String Hole: 0.4-.5 cm","The Cesnola Collection, Purchased by subscription, 1874–76","","","","","","Cyprus or Syria","","","","","","Stone-Stamp Seals","","http://www.metmuseum.org/art/collection/search/321462","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"74.51.4382","False","True",321463,"Ancient Near Eastern Art","Stamp seal","Rectangular prism seal, engraved on four faces","Babylonian (?)","Neo-Babylonian (?)","","","","","","","","","","","","","ca. 7th–5th century B.C.",-700,-400,"Olive steatite","Seal Face: 1.78 x 1.34 cm
Height: 1.16 cm
String Hole: 0.43","The Cesnola Collection, Purchased by subscription, 1874–76","","","","","","Mesopotamia or Syria (?)","","","","","","Stone-Stamp Seals","","http://www.metmuseum.org/art/collection/search/321463","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"74.51.4385","False","True",321465,"Ancient Near Eastern Art","Stamp seal","Rectangular prism seal engraved on five faces","Cypriot","Cypro-Archaic","","","","","","","","","","","","","ca. 7th–6th century B.C.",-700,-500,"Steatite, black","Seal Face: main: 2.25 x 2.7 cm/sides: 1.53 x 2.7 cm/base: 2.15 x 1.53 cm
Height: 4.11 cm","The Cesnola Collection, Purchased by subscription, 1874–76","","","","","","Cyprus","","","","","","Stone-Stamp Seals","","http://www.metmuseum.org/art/collection/search/321465","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"74.51.4386","False","True",321466,"Ancient Near Eastern Art","Stamp seal","Foot-shaped rectangular prism seal","Cypriot","Cypro-Archaic","","","","","","","","","","","","","ca. 8th century B.C.",-800,-700,"Steatite, black","Seal Face: 2.3 x 1.04 cm; 0.74 x 2.78 cm
Height: 1.52 cm
String Hole: 0.2 cm","The Cesnola Collection, Purchased by subscription, 1874–76","","","","","","Cyprus or Syria","","","","","","Stone-Stamp Seals","","http://www.metmuseum.org/art/collection/search/321466","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"74.51.4387","False","True",321467,"Ancient Near Eastern Art","Pendant","Pendant or seal","","Neolithic","","","","","","","","","","","","","6th–5th millennium B.C.",-6000,-4000,"Steatite","3.46 in. (8.79 cm)","The Cesnola Collection, Purchased by subscription, 1874–76","","","","","","Cyprus","","","","","","Stone-Ornaments","","http://www.metmuseum.org/art/collection/search/321467","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"74.51.4388","False","True",321468,"Ancient Near Eastern Art","Stamp seal","Discoid seal, engraved on two faces","Assyrian","Neo-Assyrian","","","","","","","","","","","","","ca. 9th–8th century B.C.",-900,-700,"Black steatite","Diameter: 2.05-2.1 cm
Height: 0.85 cm
String Hole: 0.33","The Cesnola Collection, Purchased by subscription, 1874–76","","","","","","Mesopotamia or Syria","","","","","","Stone-Stamp Seals","","http://www.metmuseum.org/art/collection/search/321468","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"74.51.4389","False","True",321469,"Ancient Near Eastern Art","Stamp seal","Discoid seal","","Late Cypriot","","","","","","","","","","","","","ca. 14th century B.C. (?)",-1400,-1300,"Rock crystal","Seal Face: 1.39 x 1.45 cm
Height: 0.63 cm
String Hole: 0.3 cm","The Cesnola Collection, Purchased by subscription, 1874–76","","","","","","Cyprus","","","","","","Stone-Stamp Seals","","http://www.metmuseum.org/art/collection/search/321469","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"74.51.4390","False","True",321470,"Ancient Near Eastern Art","Stamp seal","Truncated scaraboid seal","","Iron Age","","","","","","","","","","","","","ca. 7th century B.C.",-700,-600,"Steatite, black","Seal Face: 2.19 x 1.92 cm
Height: 1.1 cm","The Cesnola Collection, Purchased by subscription, 1874–76","","","","","","Northern Syria or eastern Anatolia","","","","","","Stone-Stamp Seals","","http://www.metmuseum.org/art/collection/search/321470","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"74.51.4391","False","True",321471,"Ancient Near Eastern Art","Stamp seal","Scaraboid seal","Cypriot","Cypro-Archaic","","","","","","","","","","","","","ca. 7th–6th century B.C.",-700,-500,"Steatite","Seal Face: 1.69 x 1.23 cm
Height: 0.86 cm
String Hole: 0.35 cm","The Cesnola Collection, Purchased by subscription, 1874–76","","","","","","Cyprus","","","","","","Stone-Stamp Seals","","http://www.metmuseum.org/art/collection/search/321471","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"74.51.4392","False","True",321472,"Ancient Near Eastern Art","Bead","Bead in the shape of Pazuzu head","","","","","","","","","","","","","","","1st millennium B.C.",-1000,-1,"Stone","0.67 in. (1.7 cm)","The Cesnola Collection, Purchased by subscription, 1874–76","","","","","","Cyprus","","","","","","Stone-Ornaments","","http://www.metmuseum.org/art/collection/search/321472","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"74.51.4393","False","True",321473,"Ancient Near Eastern Art","Stamp seal","Scaraboid seal in form of human head and galloping horse","Cypriot","Cypro-Geometric","","","","","","","","","","","","","ca. 10th–8th century B.C.",-1000,-700,"Steatite, gold mount","Seal Face: 1.79 x 1.31 cm
Height; 1.99 cm
String Hole:","The Cesnola Collection, Purchased by subscription, 1874–76","","","","","","Cyprus","","","","","","Stone-Stamp Seals","","http://www.metmuseum.org/art/collection/search/321473","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
"74.51.4394","False","True",321474,"Ancient Near Eastern Art","Stamp seal","Scarab seal","Cypriot","Cypro-Archaic","","","","","","","","","","","","","ca. 7th–6th century B.C.",-700,-500,"Steatite","Seal Face: 1.35 x 1.05 cm
Height: 0.72 cm
String Hole: 0.25 cm","The Cesnola Collection, Purchased by subscription, 1874–76","","","","","","Cyprus","","","","","","Stone-Stamp Seals","","http://www.metmuseum.org/art/collection/search/321474","7/31/2017 8:00:01 AM","Metropolitan Museum of Art, New York, NY"
